EVENT,BOUT,FIGHTER,KD,SIG.STR._L,SIG.STR._A,TOTAL STR._L,TOTAL STR._A,TD_L,TD_A,SUB.ATT,REV.,CTRL_sec,BOUT_N,FIGHTER_N,EVENT_N,RESULT,WEIGHTCLASS,METHOD,ROUND_END,TIME_END,TIME FORMAT,REFEREE,DETAILS,URL,GLOVE_WINDOW
UFC Fight Night: Imavov vs. Borralho,William Gomis vs. Robert Ruchala,William Gomis,0,49,114,66,132,2,2,0,0,57,William Gomis vs. Robert Ruchala,William Gomis,UFC Fight Night: Imavov vs. Borralho,W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 27 - 30.Derek Cleary 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/b53031bf4bd0a330,3
UFC Fight Night: Imavov vs. Borralho,Oumar Sy vs. Brendson Ribeiro,Brendson Ribeiro,0,5,14,11,22,0,0,0,0,3,Oumar Sy vs. Brendson Ribeiro,Brendson Ribeiro,UFC Fight Night: Imavov vs. Borralho,L,Light Heavyweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Patricio Carlos,Punches to Head From Back Control ,http://ufcstats.com/fight-details/4080b4310d82b42d,3
UFC Fight Night: Imavov vs. Borralho,Oumar Sy vs. Brendson Ribeiro,Oumar Sy,0,17,43,21,49,2,4,0,0,208,Oumar Sy vs. Brendson Ribeiro,Oumar Sy,UFC Fight Night: Imavov vs. Borralho,W,Light Heavyweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Patricio Carlos,Punches to Head From Back Control ,http://ufcstats.com/fight-details/4080b4310d82b42d,3
UFC Fight Night: Imavov vs. Borralho,Marcin Tybura vs. Ante Delija,Ante Delija,1,13,28,15,30,0,0,0,0,8,Marcin Tybura vs. Ante Delija,Ante Delija,UFC Fight Night: Imavov vs. Borralho,W,Heavyweight Bout,KO/TKO ,1,2:03,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/23dbe713c4294c66,3
UFC Fight Night: Imavov vs. Borralho,Marcin Tybura vs. Ante Delija,Marcin Tybura,0,4,9,8,15,0,0,0,0,78,Marcin Tybura vs. Ante Delija,Marcin Tybura,UFC Fight Night: Imavov vs. Borralho,L,Heavyweight Bout,KO/TKO ,1,2:03,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/23dbe713c4294c66,3
UFC Fight Night: Imavov vs. Borralho,Harry Hardwick vs. Kaue Fernandes,Harry Hardwick,0,8,23,8,23,0,0,0,0,0,Harry Hardwick vs. Kaue Fernandes,Harry Hardwick,UFC Fight Night: Imavov vs. Borralho,L,Lightweight Bout,KO/TKO ,1,3:21,3 Rnd (5-5-5),Herb Dean,Kick to Leg At Distance ,http://ufcstats.com/fight-details/5cd2dd6075fadcce,3
UFC Fight Night: Imavov vs. Borralho,Harry Hardwick vs. Kaue Fernandes,Kaue Fernandes,1,24,40,24,40,0,0,0,0,13,Harry Hardwick vs. Kaue Fernandes,Kaue Fernandes,UFC Fight Night: Imavov vs. Borralho,W,Lightweight Bout,KO/TKO ,1,3:21,3 Rnd (5-5-5),Herb Dean,Kick to Leg At Distance ,http://ufcstats.com/fight-details/5cd2dd6075fadcce,3
UFC Fight Night: Imavov vs. Borralho,Sam Patterson vs. Trey Waters,Sam Patterson,0,25,48,25,48,0,0,0,0,0,Sam Patterson vs. Trey Waters,Sam Patterson,UFC Fight Night: Imavov vs. Borralho,W,Welterweight Bout,KO/TKO ,1,3:01,3 Rnd (5-5-5),Rich Mitchell,Punches to Head At Distance ,http://ufcstats.com/fight-details/420211200a35c1d1,3
UFC Fight Night: Imavov vs. Borralho,Sam Patterson vs. Trey Waters,Trey Waters,0,18,38,18,38,0,0,0,0,0,Sam Patterson vs. Trey Waters,Trey Waters,UFC Fight Night: Imavov vs. Borralho,L,Welterweight Bout,KO/TKO ,1,3:01,3 Rnd (5-5-5),Rich Mitchell,Punches to Head At Distance ,http://ufcstats.com/fight-details/420211200a35c1d1,3
UFC Fight Night: Imavov vs. Borralho,Brad Tavares vs. Robert Bryczek,Brad Tavares,0,42,102,50,111,1,3,0,0,82,Brad Tavares vs. Robert Bryczek,Brad Tavares,UFC Fight Night: Imavov vs. Borralho,L,Middleweight Bout,KO/TKO ,3,1:43,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head On Ground ,http://ufcstats.com/fight-details/b3253e2c2d111030,3
UFC Fight Night: Imavov vs. Borralho,Brad Tavares vs. Robert Bryczek,Robert Bryczek,1,68,138,77,149,1,1,0,0,82,Brad Tavares vs. Robert Bryczek,Robert Bryczek,UFC Fight Night: Imavov vs. Borralho,W,Middleweight Bout,KO/TKO ,3,1:43,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head On Ground ,http://ufcstats.com/fight-details/b3253e2c2d111030,3
UFC Fight Night: Imavov vs. Borralho,Andreas Gustafsson vs. Rinat Fakhretdinov,Andreas Gustafsson,0,5,19,5,19,0,0,0,0,0,Andreas Gustafsson vs. Rinat Fakhretdinov,Andreas Gustafsson,UFC Fight Night: Imavov vs. Borralho,L,Welterweight Bout,KO/TKO ,1,0:54,3 Rnd (5-5-5),Patricio Carlos,Punches to Head In Clinch ,http://ufcstats.com/fight-details/d56a59a4c79cf515,3
UFC Fight Night: Imavov vs. Borralho,Andreas Gustafsson vs. Rinat Fakhretdinov,Rinat Fakhretdinov,0,23,42,23,42,0,0,0,0,4,Andreas Gustafsson vs. Rinat Fakhretdinov,Rinat Fakhretdinov,UFC Fight Night: Imavov vs. Borralho,W,Welterweight Bout,KO/TKO ,1,0:54,3 Rnd (5-5-5),Patricio Carlos,Punches to Head In Clinch ,http://ufcstats.com/fight-details/d56a59a4c79cf515,3
UFC Fight Night: Imavov vs. Borralho,Shauna Bannon vs. Sam Hughes,Sam Hughes,0,21,46,55,84,2,3,1,0,329,Shauna Bannon vs. Sam Hughes,Sam Hughes,UFC Fight Night: Imavov vs. Borralho,W,Women's Strawweight Bout,Submission ,2,1:58,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke ,http://ufcstats.com/fight-details/a38010639e61885c,3
UFC Fight Night: Imavov vs. Borralho,Shauna Bannon vs. Sam Hughes,Shauna Bannon,0,13,38,42,68,0,1,0,0,0,Shauna Bannon vs. Sam Hughes,Shauna Bannon,UFC Fight Night: Imavov vs. Borralho,L,Women's Strawweight Bout,Submission ,2,1:58,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke ,http://ufcstats.com/fight-details/a38010639e61885c,3
UFC Fight Night: Walker vs. Zhang,Johnny Walker vs. Zhang Mingyang,Johnny Walker,1,50,67,51,70,0,2,0,0,80,Johnny Walker vs. Zhang Mingyang,Johnny Walker,UFC Fight Night: Walker vs. Zhang,W,Light Heavyweight Bout,KO/TKO ,2,2:37,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/2eecf0c36192e40c,3
UFC Fight Night: Walker vs. Zhang,Johnny Walker vs. Zhang Mingyang,Zhang Mingyang,0,20,47,28,59,0,0,0,0,81,Johnny Walker vs. Zhang Mingyang,Zhang Mingyang,UFC Fight Night: Walker vs. Zhang,L,Light Heavyweight Bout,KO/TKO ,2,2:37,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/2eecf0c36192e40c,3
UFC Fight Night: Walker vs. Zhang,Brian Ortega vs. Aljamain Sterling,Aljamain Sterling,0,124,227,153,262,3,6,0,0,235,Brian Ortega vs. Aljamain Sterling,Aljamain Sterling,UFC Fight Night: Walker vs. Zhang,W,Catch Weight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge 45 - 50.David Lethaby 45 - 50.Vito Paolillo 45 - 50.,http://ufcstats.com/fight-details/58080e8989927500,3
UFC Fight Night: Walker vs. Zhang,Brian Ortega vs. Aljamain Sterling,Brian Ortega,0,55,174,100,225,0,2,0,0,8,Brian Ortega vs. Aljamain Sterling,Brian Ortega,UFC Fight Night: Walker vs. Zhang,L,Catch Weight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge 45 - 50.David Lethaby 45 - 50.Vito Paolillo 45 - 50.,http://ufcstats.com/fight-details/58080e8989927500,3
UFC Fight Night: Walker vs. Zhang,Sergei Pavlovich vs. Waldo Cortes-Acosta,Sergei Pavlovich,0,61,133,63,136,0,3,0,0,8,Sergei Pavlovich vs. Waldo Cortes-Acosta,Sergei Pavlovich,UFC Fight Night: Walker vs. Zhang,W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Evan Field 27 - 30.Mark Christie 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/5538d15c4eeac3b3,3
UFC Fight Night: Walker vs. Zhang,Sergei Pavlovich vs. Waldo Cortes-Acosta,Waldo Cortes-Acosta,0,45,117,45,117,0,0,0,0,0,Sergei Pavlovich vs. Waldo Cortes-Acosta,Waldo Cortes-Acosta,UFC Fight Night: Walker vs. Zhang,L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Evan Field 27 - 30.Mark Christie 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/5538d15c4eeac3b3,3
UFC Fight Night: Walker vs. Zhang,Sumudaerji vs. Kevin Borjas,Kevin Borjas,0,16,44,23,51,0,5,0,0,209,Sumudaerji vs. Kevin Borjas,Kevin Borjas,UFC Fight Night: Walker vs. Zhang,L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Ben Cartlidge 27 - 30.Mark Christie 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/ce6bd165bef82bd7,3
UFC Fight Night: Walker vs. Zhang,Sumudaerji vs. Kevin Borjas,Sumudaerji,0,73,129,91,150,0,5,0,0,17,Sumudaerji vs. Kevin Borjas,Sumudaerji,UFC Fight Night: Walker vs. Zhang,W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Ben Cartlidge 27 - 30.Mark Christie 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/ce6bd165bef82bd7,3
UFC Fight Night: Walker vs. Zhang,Taiyilake Nueraji vs. Kiefer Crosbie,Kiefer Crosbie,0,2,3,11,12,0,1,0,0,8,Taiyilake Nueraji vs. Kiefer Crosbie,Kiefer Crosbie,UFC Fight Night: Walker vs. Zhang,L,Welterweight Bout,KO/TKO ,1,3:33,3 Rnd (5-5-5),Marc Goddard,Elbows to Head On Ground ,http://ufcstats.com/fight-details/1452c20d964c0a63,3
UFC Fight Night: Walker vs. Zhang,Taiyilake Nueraji vs. Kiefer Crosbie,Taiyilake Nueraji,0,27,38,31,42,1,3,0,0,191,Taiyilake Nueraji vs. Kiefer Crosbie,Taiyilake Nueraji,UFC Fight Night: Walker vs. Zhang,W,Welterweight Bout,KO/TKO ,1,3:33,3 Rnd (5-5-5),Marc Goddard,Elbows to Head On Ground ,http://ufcstats.com/fight-details/1452c20d964c0a63,3
UFC Fight Night: Walker vs. Zhang,Maheshate vs. Gauge Young,Gauge Young,0,112,200,131,221,3,6,0,0,231,Maheshate vs. Gauge Young,Gauge Young,UFC Fight Night: Walker vs. Zhang,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,David Lethaby 27 - 30.Ben Cartlidge 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/0b1460c666e66d39,3
UFC Fight Night: Walker vs. Zhang,Maheshate vs. Gauge Young,Maheshate,0,66,150,79,166,0,7,0,0,12,Maheshate vs. Gauge Young,Maheshate,UFC Fight Night: Walker vs. Zhang,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,David Lethaby 27 - 30.Ben Cartlidge 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/0b1460c666e66d39,3
UFC Fight Night: Walker vs. Zhang,Charles Johnson vs. Lone'er Kavanagh,Charles Johnson,1,44,81,52,89,1,5,0,0,32,Charles Johnson vs. Lone'er Kavanagh,Charles Johnson,UFC Fight Night: Walker vs. Zhang,W,Flyweight Bout,KO/TKO ,2,4:35,3 Rnd (5-5-5),Jim Perdios,Punch to Head At Distance ,http://ufcstats.com/fight-details/1ab1ed99a4bc5494,3
UFC Fight Night: Walker vs. Zhang,Charles Johnson vs. Lone'er Kavanagh,Lone'er Kavanagh,0,59,120,60,121,1,2,1,1,59,Charles Johnson vs. Lone'er Kavanagh,Lone'er Kavanagh,UFC Fight Night: Walker vs. Zhang,L,Flyweight Bout,KO/TKO ,2,4:35,3 Rnd (5-5-5),Jim Perdios,Punch to Head At Distance ,http://ufcstats.com/fight-details/1ab1ed99a4bc5494,3
UFC Fight Night: Walker vs. Zhang,Rongzhu vs. Austin Hubbard,Austin Hubbard,0,75,226,77,228,2,12,0,0,62,Rongzhu vs. Austin Hubbard,Austin Hubbard,UFC Fight Night: Walker vs. Zhang,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Clemens Werner 27 - 30.David Lethaby 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/f55749e32ce5c6f3,3
UFC Fight Night: Walker vs. Zhang,Rongzhu vs. Austin Hubbard,Rongzhu,0,101,197,104,201,0,0,0,0,0,Rongzhu vs. Austin Hubbard,Rongzhu,UFC Fight Night: Walker vs. Zhang,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Clemens Werner 27 - 30.David Lethaby 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/f55749e32ce5c6f3,3
UFC Fight Night: Walker vs. Zhang,Michel Pereira vs. Kyle Daukaus,Kyle Daukaus,1,5,8,7,12,0,0,0,0,7,Michel Pereira vs. Kyle Daukaus,Kyle Daukaus,UFC Fight Night: Walker vs. Zhang,W,Middleweight Bout,KO/TKO ,1,0:43,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Guard ,http://ufcstats.com/fight-details/130e622d4d2aee3e,3
UFC Fight Night: Walker vs. Zhang,Michel Pereira vs. Kyle Daukaus,Michel Pereira,0,2,4,2,4,0,0,0,0,0,Michel Pereira vs. Kyle Daukaus,Michel Pereira,UFC Fight Night: Walker vs. Zhang,L,Middleweight Bout,KO/TKO ,1,0:43,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Guard ,http://ufcstats.com/fight-details/130e622d4d2aee3e,3
UFC Fight Night: Walker vs. Zhang,Yizha vs. Westin Wilson,Westin Wilson,0,0,2,0,2,0,0,0,0,0,Yizha vs. Westin Wilson,Westin Wilson,UFC Fight Night: Walker vs. Zhang,L,Featherweight Bout,KO/TKO ,1,0:37,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/f0b7caa90faf47e5,3
UFC Fight Night: Walker vs. Zhang,Yizha vs. Westin Wilson,Yizha,2,13,18,17,23,0,0,0,0,6,Yizha vs. Westin Wilson,Yizha,UFC Fight Night: Walker vs. Zhang,W,Featherweight Bout,KO/TKO ,1,0:37,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/f0b7caa90faf47e5,3
UFC Fight Night: Walker vs. Zhang,Xiao Long vs. SuYoung You,SuYoung You,0,58,110,66,120,0,6,0,0,4,Xiao Long vs. SuYoung You,SuYoung You,UFC Fight Night: Walker vs. Zhang,W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jim Perdios,Ben Cartlidge 28 - 29.Mark Christie 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/2f6065fe0804d1d8,3
UFC Fight Night: Walker vs. Zhang,Xiao Long vs. SuYoung You,Xiao Long,0,68,214,81,229,0,0,0,0,20,Xiao Long vs. SuYoung You,Xiao Long,UFC Fight Night: Walker vs. Zhang,L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jim Perdios,Ben Cartlidge 28 - 29.Mark Christie 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/2f6065fe0804d1d8,3
UFC Fight Night: Walker vs. Zhang,Uran Satybaldiev vs. Diyar Nurgozhay,Diyar Nurgozhay,0,7,11,13,19,1,1,0,0,18,Uran Satybaldiev vs. Diyar Nurgozhay,Diyar Nurgozhay,UFC Fight Night: Walker vs. Zhang,L,Light Heavyweight Bout,Submission ,1,2:45,3 Rnd (5-5-5),Vitor Ribeiro,Ezekiel Choke From Guard ,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7,3
UFC Fight Night: Walker vs. Zhang,Uran Satybaldiev vs. Diyar Nurgozhay,Uran Satybaldiev,1,2,9,3,10,0,0,2,1,70,Uran Satybaldiev vs. Diyar Nurgozhay,Uran Satybaldiev,UFC Fight Night: Walker vs. Zhang,W,Light Heavyweight Bout,Submission ,1,2:45,3 Rnd (5-5-5),Vitor Ribeiro,Ezekiel Choke From Guard ,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7,3
UFC 319: Du Plessis vs. Chimaev,Dricus Du Plessis vs. Khamzat Chimaev,Dricus Du Plessis,0,13,29,45,68,1,1,1,0,53,Dricus Du Plessis vs. Khamzat Chimaev,Dricus Du Plessis,UFC 319: Du Plessis vs. Chimaev,L,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 44 - 50.Ron McCarthy 44 - 50.Derek Cleary 44 - 50.,http://ufcstats.com/fight-details/12cedec11b37ddc0,3
UFC 319: Du Plessis vs. Chimaev,Dricus Du Plessis vs. Khamzat Chimaev,Khamzat Chimaev,0,37,47,529,567,12,17,0,0,1300,Dricus Du Plessis vs. Khamzat Chimaev,Khamzat Chimaev,UFC 319: Du Plessis vs. Chimaev,W,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 44 - 50.Ron McCarthy 44 - 50.Derek Cleary 44 - 50.,http://ufcstats.com/fight-details/12cedec11b37ddc0,3
UFC 319: Du Plessis vs. Chimaev,Lerone Murphy vs. Aaron Pico,Aaron Pico,0,13,29,13,30,2,3,0,0,121,Lerone Murphy vs. Aaron Pico,Aaron Pico,UFC 319: Du Plessis vs. Chimaev,L,Featherweight Bout,KO/TKO ,1,3:21,3 Rnd (5-5-5),Herb Dean,Spinning Back Elbow to Head At Distance ,http://ufcstats.com/fight-details/9fa6a029f7f8241c,3
UFC 319: Du Plessis vs. Chimaev,Lerone Murphy vs. Aaron Pico,Lerone Murphy,1,8,16,8,16,0,0,1,0,0,Lerone Murphy vs. Aaron Pico,Lerone Murphy,UFC 319: Du Plessis vs. Chimaev,W,Featherweight Bout,KO/TKO ,1,3:21,3 Rnd (5-5-5),Herb Dean,Spinning Back Elbow to Head At Distance ,http://ufcstats.com/fight-details/9fa6a029f7f8241c,3
UFC 319: Du Plessis vs. Chimaev,Geoff Neal vs. Carlos Prates,Carlos Prates,1,32,60,32,60,0,0,0,0,0,Geoff Neal vs. Carlos Prates,Carlos Prates,UFC 319: Du Plessis vs. Chimaev,W,Welterweight Bout,KO/TKO ,1,4:59,3 Rnd (5-5-5),Jason Herzog,Spinning Back Elbow to Head At Distance ,http://ufcstats.com/fight-details/42585ce706c086de,3
UFC 319: Du Plessis vs. Chimaev,Geoff Neal vs. Carlos Prates,Geoff Neal,0,25,49,26,50,0,1,0,0,15,Geoff Neal vs. Carlos Prates,Geoff Neal,UFC 319: Du Plessis vs. Chimaev,L,Welterweight Bout,KO/TKO ,1,4:59,3 Rnd (5-5-5),Jason Herzog,Spinning Back Elbow to Head At Distance ,http://ufcstats.com/fight-details/42585ce706c086de,3
UFC 319: Du Plessis vs. Chimaev,Jared Cannonier vs. Michael Page,Jared Cannonier,0,20,57,46,88,2,7,0,0,494,Jared Cannonier vs. Michael Page,Jared Cannonier,UFC 319: Du Plessis vs. Chimaev,L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,http://ufcstats.com/fight-details/9939d7073462e07e,3
UFC 319: Du Plessis vs. Chimaev,Jared Cannonier vs. Michael Page,Michael Page,0,29,55,36,64,0,1,0,0,1,Jared Cannonier vs. Michael Page,Michael Page,UFC 319: Du Plessis vs. Chimaev,W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,http://ufcstats.com/fight-details/9939d7073462e07e,3
UFC 319: Du Plessis vs. Chimaev,Tim Elliott vs. Kai Asakura,Kai Asakura,0,21,87,38,104,0,0,0,0,1,Tim Elliott vs. Kai Asakura,Kai Asakura,UFC 319: Du Plessis vs. Chimaev,L,Flyweight Bout,Submission ,2,4:39,3 Rnd (5-5-5),Robert Madrigal,Guillotine Choke From Mount ,http://ufcstats.com/fight-details/82338ba457fbe87f,3
UFC 319: Du Plessis vs. Chimaev,Tim Elliott vs. Kai Asakura,Tim Elliott,0,27,71,42,88,2,3,2,0,114,Tim Elliott vs. Kai Asakura,Tim Elliott,UFC 319: Du Plessis vs. Chimaev,W,Flyweight Bout,Submission ,2,4:39,3 Rnd (5-5-5),Robert Madrigal,Guillotine Choke From Mount ,http://ufcstats.com/fight-details/82338ba457fbe87f,3
UFC 319: Du Plessis vs. Chimaev,Baisangur Susurkaev vs. Eric Nolan,Baisangur Susurkaev,0,36,62,59,89,2,7,1,0,199,Baisangur Susurkaev vs. Eric Nolan,Baisangur Susurkaev,UFC 319: Du Plessis vs. Chimaev,W,Middleweight Bout,Submission ,2,2:01,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/5efd13a12be06706,3
UFC 319: Du Plessis vs. Chimaev,Baisangur Susurkaev vs. Eric Nolan,Eric Nolan,0,22,56,24,58,0,1,0,0,17,Baisangur Susurkaev vs. Eric Nolan,Eric Nolan,UFC 319: Du Plessis vs. Chimaev,L,Middleweight Bout,Submission ,2,2:01,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/5efd13a12be06706,3
UFC 319: Du Plessis vs. Chimaev,Gerald Meerschaert vs. Michal Oleksiejczuk,Gerald Meerschaert,0,3,16,3,16,0,3,0,0,0,Gerald Meerschaert vs. Michal Oleksiejczuk,Gerald Meerschaert,UFC 319: Du Plessis vs. Chimaev,L,Middleweight Bout,KO/TKO ,1,3:03,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/5b880d10b0ed7acc,3
UFC 319: Du Plessis vs. Chimaev,Gerald Meerschaert vs. Michal Oleksiejczuk,Michal Oleksiejczuk,1,23,51,23,51,0,0,0,0,22,Gerald Meerschaert vs. Michal Oleksiejczuk,Michal Oleksiejczuk,UFC 319: Du Plessis vs. Chimaev,W,Middleweight Bout,KO/TKO ,1,3:03,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/5b880d10b0ed7acc,3
UFC 319: Du Plessis vs. Chimaev,Jessica Andrade vs. Loopy Godinez,Jessica Andrade,0,90,287,97,297,0,1,0,0,17,Jessica Andrade vs. Loopy Godinez,Jessica Andrade,UFC 319: Du Plessis vs. Chimaev,L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Nick Cimmarusti,Ron McCarthy 28 - 29.Eric Colon 28 - 29.Josh Stewart 28 - 29.,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,3
UFC 319: Du Plessis vs. Chimaev,Jessica Andrade vs. Loopy Godinez,Loopy Godinez,0,107,213,119,226,1,14,0,0,93,Jessica Andrade vs. Loopy Godinez,Loopy Godinez,UFC 319: Du Plessis vs. Chimaev,W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Nick Cimmarusti,Ron McCarthy 28 - 29.Eric Colon 28 - 29.Josh Stewart 28 - 29.,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,3
UFC 319: Du Plessis vs. Chimaev,Chase Hooper vs. Alexander Hernandez,Alexander Hernandez,1,17,38,18,39,0,0,0,0,2,Chase Hooper vs. Alexander Hernandez,Alexander Hernandez,UFC 319: Du Plessis vs. Chimaev,W,Lightweight Bout,KO/TKO ,1,4:58,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,3
UFC 319: Du Plessis vs. Chimaev,Chase Hooper vs. Alexander Hernandez,Chase Hooper,0,20,82,20,82,0,2,0,0,5,Chase Hooper vs. Alexander Hernandez,Chase Hooper,UFC 319: Du Plessis vs. Chimaev,L,Lightweight Bout,KO/TKO ,1,4:58,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,3
UFC 319: Du Plessis vs. Chimaev,Edson Barboza vs. Drakkar Klose,Drakkar Klose,0,53,102,147,209,0,2,0,0,153,Edson Barboza vs. Drakkar Klose,Drakkar Klose,UFC 319: Du Plessis vs. Chimaev,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,http://ufcstats.com/fight-details/bc63f1b2e52f603e,3
UFC 319: Du Plessis vs. Chimaev,Edson Barboza vs. Drakkar Klose,Edson Barboza,0,71,120,73,122,0,0,0,0,230,Edson Barboza vs. Drakkar Klose,Edson Barboza,UFC 319: Du Plessis vs. Chimaev,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,http://ufcstats.com/fight-details/bc63f1b2e52f603e,3
UFC 319: Du Plessis vs. Chimaev,Karine Silva vs. Dione Barbosa,Dione Barbosa,0,31,87,67,132,3,4,1,1,318,Karine Silva vs. Dione Barbosa,Dione Barbosa,UFC 319: Du Plessis vs. Chimaev,L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Robert Madrigal,Eric Colon 28 - 29.Scot Jones 28 - 29.Josh Stewart 28 - 29.,http://ufcstats.com/fight-details/88020d22cf905792,3
UFC 319: Du Plessis vs. Chimaev,Karine Silva vs. Dione Barbosa,Karine Silva,0,26,70,90,154,1,3,2,1,143,Karine Silva vs. Dione Barbosa,Karine Silva,UFC 319: Du Plessis vs. Chimaev,W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Robert Madrigal,Eric Colon 28 - 29.Scot Jones 28 - 29.Josh Stewart 28 - 29.,http://ufcstats.com/fight-details/88020d22cf905792,3
UFC 319: Du Plessis vs. Chimaev,Alibi Idiris vs. Joseph Morales,Alibi Idiris,0,28,56,50,82,0,1,0,1,64,Alibi Idiris vs. Joseph Morales,Alibi Idiris,UFC 319: Du Plessis vs. Chimaev,L,Flyweight Bout,Submission ,2,3:04,3 Rnd + OT (5-5-5-5),Nick Cimmarusti,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/68c423c7119004f3,3
